V 1468
b Some(272) false 34.9260,-12.6910 34.4080,-12.6420 33.9030,-12.5410 33.4120,-12.3880 32.9330,-12.1840 32.8320,-12.7030 32.7670,-13.2250 32.7380,-13.7500 32.7450,-14.2780 33.1160,-14.5500 33.5140,-14.7590 33.9380,-14.9080 34.3900,-14.9940 34.4110,-14.3920 34.5070,-13.8070 34.6790,-13.2400
b Some(235) false 5.6590,47.4080 6.0840,46.7910 6.4990,46.1670 6.9050,45.5380 7.3020,44.9020 7.7370,45.1320 8.1820,45.3360 8.6380,45.5160 9.1050,45.6710 8.8230,46.2160 8.5490,46.7640 8.2820,47.3170 8.0240,47.8730 7.4500,47.6690 6.8650,47.5230 6.2680,47.4360
b Some(229) false 15.9290,-31.4870 16.6890,-31.8040 17.3890,-32.2100 18.0290,-32.7060 18.6090,-33.2910 18.8650,-32.6870 19.0260,-32.0670 19.0930,-31.4290 19.0650,-30.7740 18.5700,-30.4430 18.0840,-30.0990 17.6080,-29.7430 17.1400,-29.3740 16.8730,-29.9230 16.5820,-30.4580 16.2680,-30.9790
b Some(300) false 18.6090,-33.2910 18.5500,-33.6460 18.5160,-34.0030 18.5070,-34.3620 18.5230,-34.7220 19.0100,-35.2190 19.4930,-35.7180 19.9740,-36.2210 20.4510,-36.7270 20.7780,-36.2590 21.0770,-35.7750 21.3490,-35.2760 21.5930,-34.7600 21.2360,-34.3840 20.9250,-33.9770 20.6600,-33.5380 20.4400,-33.0690 19.9940,-33.2250 19.5410,-33.3140 19.0790,-33.3360
b Some(265) false 26.4980,-28.3790 26.4560,-29.0030 26.4230,-29.6270 26.3990,-30.2510 26.3840,-30.8760 26.9020,-30.8010 27.4210,-30.7310 27.9410,-30.6650 28.4610,-30.6040 28.8550,-30.2740 29.2540,-29.9520 29.6600,-29.6370 30.0720,-29.3300 29.7430,-28.6130 29.3350,-27.9510 28.8480,-27.3450 28.2830,-26.7940 27.7810,-27.1270 27.3160,-27.5030 26.8880,-27.9200
b Some(265) false 26.3840,-30.8760 25.5290,-31.0710 24.6930,-31.3240 23.8770,-31.6350 23.0810,-32.0040 23.0830,-32.6170 23.1730,-33.2100 23.3490,-33.7840 23.6130,-34.3370 24.1540,-33.9780 24.7210,-33.6770 25.3160,-33.4320 25.9370,-33.2440 25.9560,-32.6340 26.0360,-32.0370 26.1790,-31.4500
b Some(265) false 28.4610,-30.6040 27.9410,-30.6650 27.4210,-30.7310 26.9020,-30.8010 26.3840,-30.8760 26.1790,-31.4500 26.0360,-32.0370 25.9560,-32.6340 25.9370,-33.2440 26.2280,-33.5290 26.5230,-33.8110 26.8200,-34.0900 27.1210,-34.3650 27.5180,-34.3490 27.9160,-34.3280 28.3120,-34.3020 28.7090,-34.2710 28.5440,-33.3610 28.4470,-32.4470 28.4200,-31.5280
b Some(250) false 14.1100,-41.0920 13.9410,-41.5790 13.7850,-42.0690 13.6420,-42.5630 13.5110,-43.0610 13.1540,-43.1700 12.8060,-43.3000 12.4670,-43.4530 12.1370,-43.6270 12.3480,-44.1180 12.4810,-44.6240 12.5380,-45.1440 12.5180,-45.6780 12.1090,-45.8470 11.7080,-46.0320 11.3140,-46.2330 10.9280,-46.4500 10.8130,-46.8150 10.6810,-47.1730 10.5310,-47.5240 10.3640,-47.8680 9.8690,-47.6720 9.3660,-47.5000 8.8560,-47.3510 8.3390,-47.2260 8.1490,-47.6460 7.9390,-48.0560 7.7110,-48.4560 7.4640,-48.8460 7.9210,-49.2160 8.3550,-49.6110 8.7660,-50.0290 9.1540,-50.4710 9.8910,-50.4620 10.6270,-50.4320 11.3610,-50.3820 12.0950,-50.3120 12.0850,-49.9000 12.0940,-49.4880 12.1210,-49.0780 12.1660,-48.6680 12.4810,-48.4120 12.7940,-48.1530 13.1060,-47.8920 13.4150,-47.6290 13.5180,-47.2340 13.6270,-46.8400 13.7420,-46.4490 13.8630,-46.0590 14.3150,-46.0010 14.7650,-45.9330 15.2140,-45.8550 15.6610,-45.7670 15.9950,-45.7540 16.3200,-45.7020 16.6360,-45.6110 16.9440,-45.4800 17.3800,-45.4840 17.8150,-45.5060 18.2480,-45.5470 18.6800,-45.6070 18.6790,-45.0690 18.7060,-44.5330 18.7610,-43.9990 18.8440,-43.4670 18.4770,-43.3250 18.1040,-43.2020 17.7250,-43.0970 17.3410,-43.0120 17.1220,-42.6630 16.9250,-42.3030 16.7490,-41.9320 16.5950,-41.5500 15.9480,-41.5740 15.3180,-41.5060 14.7060,-41.3450
b Some(272) false 36.1360,-10.0550 35.8390,-10.7160 35.5380,-11.3760 35.2340,-12.0340 34.9260,-12.6910 35.3590,-12.9120 35.8050,-13.0960 36.2650,-13.2440 36.7380,-13.3540 37.1060,-13.0100 37.5000,-12.7020 37.9190,-12.4290 38.3640,-12.1930 37.8360,-11.6280 37.2890,-11.0830 36.7220,-10.5590
b Some(272) false 34.9260,-12.6910 34.6790,-13.2400 34.5070,-13.8070 34.4110,-14.3920 34.3900,-14.9940 34.3500,-15.4540 34.2820,-15.9090 34.1860,-16.3590 34.0620,-16.8040 34.6230,-16.8600 35.1780,-16.9460 35.7270,-17.0630 36.2710,-17.2110 36.3460,-16.6840 36.3930,-16.1550 36.4120,-15.6240 36.4030,-15.0920 36.4920,-14.6580 36.5770,-14.2240 36.6590,-13.7890 36.7380,-13.3540 36.2650,-13.2440 35.8050,-13.0960 35.3590,-12.9120
b Some(272) false 36.1360,-10.0550 36.7220,-10.5590 37.2890,-11.0830 37.8360,-11.6280 38.3640,-12.1930 39.1510,-12.0720 39.9300,-12.0660 40.7020,-12.1780 41.4650,-12.4050 41.1680,-11.6500 40.8380,-10.9100 40.4740,-10.1870 40.0760,-9.4790 39.6590,-9.1750 39.2130,-8.9370 38.7370,-8.7660 38.2310,-8.6620 37.7450,-9.0680 37.2340,-9.4350 36.6980,-9.7640
b Some(272) false 36.1360,-10.0550 36.6980,-9.7640 37.2340,-9.4350 37.7450,-9.0680 38.2310,-8.6620 38.2010,-8.3100 38.1580,-7.9610 38.1010,-7.6130 38.0300,-7.2670 37.7460,-7.0550 37.4610,-6.8450 37.1740,-6.6370 36.8850,-6.4320 36.5700,-6.6630 36.2540,-6.8920 35.9380,-7.1200 35.6200,-7.3460 35.8570,-8.0030 36.0220,-8.6730 36.1150,-9.3570
b Some(161) false -4.3980,-34.5650 -4.8810,-34.5180 -5.3640,-34.4990 -5.8470,-34.5060 -6.3310,-34.5400 -6.4570,-35.2040 -6.5410,-35.8720 -6.5820,-36.5440 -6.5810,-37.2200 -6.3920,-37.5170 -6.1840,-37.8000 -5.9580,-38.0690 -5.7140,-38.3230 -5.0770,-38.0090 -4.4610,-37.6600 -3.8660,-37.2770 -3.2920,-36.8600 -3.4700,-36.2390 -3.7130,-35.6490 -4.0230,-35.0910
b Some(280) false -6.3310,-34.5400 -6.7040,-34.4840 -7.0750,-34.4800 -7.4430,-34.5250 -7.8080,-34.6220 -8.2710,-34.4110 -8.7240,-34.1800 -9.1660,-33.9290 -9.5980,-33.6590 -9.7480,-34.2460 -9.9380,-34.8190 -10.1700,-35.3750 -10.4420,-35.9170 -9.9710,-36.1560 -9.5200,-36.4260 -9.0900,-36.7260 -8.6790,-37.0580 -8.7710,-37.5240 -8.8130,-37.9920 -8.8030,-38.4620 -8.7430,-38.9330 -8.4280,-39.1670 -8.1060,-39.3910 -7.7780,-39.6050 -7.4420,-39.8090 -7.0330,-39.4110 -6.6080,-39.0310 -6.1690,-38.6680 -5.7140,-38.3230 -5.9580,-38.0690 -6.1840,-37.8000 -6.3920,-37.5170 -6.5810,-37.2200 -6.5820,-36.5440 -6.5410,-35.8720 -6.4570,-35.2040
b Some(272) false 32.7450,-14.2780 32.4320,-14.3820 32.1140,-14.4630 31.7900,-14.5210 31.4620,-14.5550 31.5270,-15.1530 31.6270,-15.7430 31.7640,-16.3260 31.9360,-16.9020 32.4700,-16.9260 33.0020,-16.9180 33.5330,-16.8770 34.0620,-16.8040 34.1860,-16.3590 34.2820,-15.9090 34.3500,-15.4540 34.3900,-14.9940 33.9380,-14.9080 33.5140,-14.7590 33.1160,-14.5500
b Some(272) false 31.9360,-16.9020 31.7640,-16.3260 31.6270,-15.7430 31.5270,-15.1530 31.4620,-14.5550 30.8490,-14.6860 30.2530,-14.8650 29.6730,-15.0910 29.1090,-15.3640 29.3600,-15.8420 29.5810,-16.3320 29.7730,-16.8350 29.9360,-17.3500 30.4420,-17.2630 30.9440,-17.1600 31.4420,-17.0390
b Some(206) false 23.0810,-32.0040 22.7300,-31.9620 22.3830,-31.9690 22.0410,-32.0250 21.7040,-32.1300 21.3400,-32.3000 21.0080,-32.5130 20.7080,-32.7700 20.4400,-33.0690 20.6600,-33.5380 20.9250,-33.9770 21.2360,-34.3840 21.5930,-34.7600 22.0860,-34.5980 22.5870,-34.4740 23.0960,-34.3870 23.6130,-34.3370 23.3490,-33.7840 23.1730,-33.2100 23.0830,-32.6170
b Some(281) false -16.0590,22.7290 -15.4100,22.5130 -14.7760,22.2640 -14.1560,21.9820 -13.5500,21.6660 -13.2590,22.1580 -13.0320,22.6730 -12.8670,23.2120 -12.7660,23.7740 -13.3310,23.8950 -13.9000,23.9600 -14.4720,23.9700 -15.0480,23.9240 -15.2660,23.5960 -15.5070,23.2870 -15.7720,22.9980
b Some(272) false 34.0620,-16.8040 33.5330,-16.8770 33.0020,-16.9180 32.4700,-16.9260 31.9360,-16.9020 31.9120,-17.3790 31.8620,-17.8530 31.7860,-18.3230 31.6830,-18.7890 32.3020,-18.9730 32.9300,-19.0950 33.5670,-19.1550 34.2130,-19.1530 34.3020,-18.5580 34.3060,-17.9680 34.2260,-17.3830
b Some(272) false 36.2710,-17.2110 35.7270,-17.0630 35.1780,-16.9460 34.6230,-16.8600 34.0620,-16.8040 34.2260,-17.3830 34.3060,-17.9680 34.3020,-18.5580 34.2130,-19.1530 34.7590,-19.3140 35.2940,-19.5020 35.8200,-19.7170 36.3350,-19.9580 36.3530,-19.2700 36.3480,-18.5830 36.3210,-17.8970
b Some(272) false 31.6830,-18.7890 31.7860,-18.3230 31.8620,-17.8530 31.9120,-17.3790 31.9360,-16.9020 31.4420,-17.0390 30.9440,-17.1600 30.4420,-17.2630 29.9360,-17.3500 30.1130,-17.7450 30.2650,-18.1480 30.3910,-18.5600 30.4930,-18.9800 30.7970,-18.9700 31.0960,-18.9350 31.3920,-18.8750
b Some(250) false 12.1370,-43.6270 11.7640,-43.4550 11.3810,-43.3180 10.9880,-43.2130 10.5840,-43.1430 10.5620,-43.7400 10.4550,-44.3140 10.2640,-44.8660 9.9880,-45.3950 10.2520,-45.6330 10.4970,-45.8880 10.7220,-46.1610 10.9280,-46.4500 11.3140,-46.2330 11.7080,-46.0320 12.1090,-45.8470 12.5180,-45.6780 12.5380,-45.1440 12.4810,-44.6240 12.3480,-44.1180
b Some(250) false 10.5840,-43.1430 10.0080,-43.3070 9.4270,-43.3840 8.8410,-43.3730 8.2500,-43.2740 8.1870,-43.6780 8.0680,-44.0590 7.8940,-44.4190 7.6640,-44.7570 7.9160,-44.9470 8.1330,-45.1680 8.3140,-45.4180 8.4600,-45.6980 8.8550,-45.6880 9.2410,-45.6340 9.6190,-45.5360 9.9880,-45.3950 10.2640,-44.8660 10.4550,-44.3140 10.5620,-43.7400
b Some(261) false 20.6790,26.7350 21.2780,26.7290 21.8740,26.7580 22.4680,26.8210 23.0590,26.9180 23.1530,27.5540 23.1780,28.1890 23.1320,28.8230 23.0160,29.4550 22.5950,29.2840 22.1650,29.1470 21.7250,29.0450 21.2760,28.9760 21.1130,28.4190 20.9600,27.8600 20.8150,27.2990
b Some(235) false -3.2500,42.0650 -3.3330,42.9390 -3.3210,43.8070 -3.2130,44.6680 -3.0110,45.5220 -3.4890,45.2910 -3.9770,45.0830 -4.4740,44.8980 -4.9800,44.7370 -5.2110,44.3370 -5.4490,43.9410 -5.6960,43.5510 -5.9510,43.1660 -5.3340,42.7470 -4.6790,42.4240 -3.9840,42.1970
b Some(235) false -5.2610,39.9270 -4.6910,40.3980 -4.1650,40.9110 -3.6850,41.4670 -3.2500,42.0650 -3.9840,42.1970 -4.6790,42.4240 -5.3340,42.7470 -5.9510,43.1660 -6.0670,42.8820 -6.1900,42.6010 -6.3190,42.3230 -6.4540,42.0480 -6.2040,41.4910 -5.9220,40.9510 -5.6070,40.4300
b Some(265) false 28.2830,-26.7940 28.8480,-27.3450 29.3350,-27.9510 29.7430,-28.6130 30.0720,-29.3300 30.4210,-28.7770 30.8030,-28.2490 31.2160,-27.7460 31.6620,-27.2680 32.0480,-26.8530 32.4320,-26.4370 32.8160,-26.0190 33.1980,-25.6010 32.5170,-25.2820 31.8590,-24.9230 31.2240,-24.5250 30.6120,-24.0870 30.4230,-24.5320 30.2240,-24.9730 30.0170,-25.4100 29.8010,-25.8430 29.3960,-26.0390 29.0070,-26.2630 28.6370,-26.5150
b Some(250) false 8.2500,-43.2740 7.8060,-43.0460 7.3460,-42.8690 6.8700,-42.7430 6.3770,-42.6670 6.1620,-43.0430 5.9230,-43.4020 5.6610,-43.7440 5.3760,-44.0700 5.6160,-44.2950 5.8250,-44.5430 6.0040,-44.8130 6.1530,-45.1060 6.5500,-45.1040 6.9350,-45.0450 7.3060,-44.9290 7.6640,-44.7570 7.8940,-44.4190 8.0680,-44.0590 8.1870,-43.6780
b Some(281) false -15.0480,23.9240 -14.4720,23.9700 -13.9000,23.9600 -13.3310,23.8950 -12.7660,23.7740 -12.4680,23.6520 -12.1620,23.5770 -11.8480,23.5480 -11.5270,23.5660 -10.9840,23.7730 -10.4290,23.8950 -9.8610,23.9340 -9.2820,23.8880 -9.2500,24.5040 -9.2440,25.1190 -9.2630,25.7340 -9.3080,26.3490 -9.7730,26.3380 -10.2380,26.3230 -10.7030,26.3040 -11.1680,26.2810 -11.4630,26.0260 -11.7710,25.7880 -12.0920,25.5680 -12.4250,25.3650 -12.6860,25.6210 -12.9620,25.8570 -13.2550,26.0720 -13.5630,26.2680 -13.9860,26.1230 -14.4120,25.9890 -14.8410,25.8660 -15.2740,25.7530 -15.2520,25.2920 -15.2070,24.8330 -15.1390,24.3770
b Some(272) false 38.3640,-12.1930 37.9190,-12.4290 37.5000,-12.7020 37.1060,-13.0100 36.7380,-13.3540 36.6590,-13.7890 36.5770,-14.2240 36.4920,-14.6580 36.4030,-15.0920 36.8270,-15.1980 37.2370,-15.3390 37.6330,-15.5180 38.0140,-15.7320 38.1970,-15.2420 38.4160,-14.7700 38.6720,-14.3170 38.9640,-13.8830 38.9090,-13.4270 38.7910,-12.9930 38.6090,-12.5820
b Some(272) false 38.3640,-12.1930 38.6090,-12.5820 38.7910,-12.9930 38.9090,-13.4270 38.9640,-13.8830 39.4020,-14.0420 39.8090,-14.2520 40.1860,-14.5130 40.5310,-14.8260 40.6280,-14.1680 40.8160,-13.5450 41.0950,-12.9580 41.4650,-12.4050 40.7020,-12.1780 39.9300,-12.0660 39.1510,-12.0720
b Some(270) false 31.0040,11.0160 31.3890,10.8220 31.7610,10.6060 32.1190,10.3680 32.4630,10.1090 32.8000,10.4770 33.1570,10.8230 33.5350,11.1470 33.9330,11.4490 33.3830,11.7490 32.8780,12.1060 32.4180,12.5200 32.0040,12.9900 31.6530,12.5480 31.3690,12.0710 31.1530,11.5610
b Some(250) false 5.3760,-44.0700 4.8380,-43.5080 4.3260,-42.9250 3.8400,-42.3200 3.3790,-41.6930 3.2000,-42.2370 3.0830,-42.7900 3.0270,-43.3530 3.0330,-43.9260 3.1890,-44.1960 3.3660,-44.4510 3.5640,-44.6890 3.7820,-44.9120 4.1800,-44.7000 4.5780,-44.4890 4.9770,-44.2790
b Some(250) false 3.0330,-43.9260 3.0270,-43.3530 3.0830,-42.7900 3.2000,-42.2370 3.3790,-41.6930 2.8640,-41.8690 2.3660,-42.0810 1.8850,-42.3300 1.4210,-42.6150 1.4440,-42.9560 1.4830,-43.2940 1.5370,-43.6300 1.6070,-43.9640 1.9620,-43.9040 2.3180,-43.8780 2.6750,-43.8850
b Some(235) false 4.6310,45.2710 4.8120,45.8420 5.0440,46.3880 5.3260,46.9100 5.6590,47.4080 6.2680,47.4360 6.8650,47.5230 7.4500,47.6690 8.0240,47.8730 7.9650,48.5760 7.8450,49.2660 7.6640,49.9420 7.4230,50.6050 6.8490,49.9300 6.1990,49.3540 5.4740,48.8770 4.6730,48.4980 4.0250,48.1580 3.4410,47.7400 2.9210,47.2440 2.4660,46.6700 2.5020,46.2860 2.5910,45.9200 2.7340,45.5710 2.9300,45.2400 3.3540,45.2960 3.7790,45.3200 4.2050,45.3110
b Some(272) false 36.4030,-15.0920 36.4120,-15.6240 36.3930,-16.1550 36.3460,-16.6840 36.2710,-17.2110 36.6180,-17.1520 36.9660,-17.1250 37.3150,-17.1300 37.6650,-17.1680 37.8150,-16.8240 37.9230,-16.4700 37.9890,-16.1060 38.0140,-15.7320 37.6330,-15.5180 37.2370,-15.3390 36.8270,-15.1980
b Some(265) false 31.6620,-27.2680 31.2160,-27.7460 30.8030,-28.2490 30.4210,-28.7770 30.0720,-29.3300 30.4520,-29.5280 30.8310,-29.7280 31.2080,-29.9320 31.5840,-30.1380 32.1490,-30.0370 32.7040,-29.9000 33.2480,-29.7270 33.7830,-29.5190 33.1620,-29.0420 32.6020,-28.5070 32.1020,-27.9160
b Some(265) false 28.4610,-30.6040 28.4200,-31.5280 28.4470,-32.4470 28.5440,-33.3610 28.7090,-34.2710 29.1940,-33.8160 29.6880,-33.3730 30.1920,-32.9400 30.7060,-32.5180 30.0920,-32.1020 29.5130,-31.6440 28.9690,-31.1450
b Some(272) false 29.1090,-15.3640 28.7770,-15.7450 28.4110,-16.0850 28.0120,-16.3850 27.5780,-16.6450 27.8310,-16.9790 28.0700,-17.3210 28.2960,-17.6730 28.5090,-18.0330 28.8860,-17.9040 29.2490,-17.7470 29.5990,-17.5620 29.9360,-17.3500 29.7730,-16.8350 29.5810,-16.3320 29.3600,-15.8420
b Some(235) false 14.6910,41.6840 14.7840,40.9490 14.8970,40.2170 15.0320,39.4890 15.1880,38.7640 15.5460,38.7250 15.9030,38.7130 16.2610,38.7260 16.6180,38.7650 16.9120,39.4920 17.2080,40.2180 17.5080,40.9430 17.8100,41.6670 17.3610,41.7390 16.9250,41.8540 16.5030,42.0110 16.0940,42.2110 15.7320,42.1090 15.3770,41.9870 15.0300,41.8460
b Some(247) false 18.2870,31.4540 18.5710,31.1620 18.8850,30.9130 19.2280,30.7070 19.6020,30.5440 20.0640,30.9090 20.5440,31.2470 21.0410,31.5580 21.5570,31.8420 21.1730,32.4140 20.7860,32.9840 20.3970,33.5530 20.0060,34.1200 19.3980,33.8160 18.8100,33.4810 18.2410,33.1130 17.6920,32.7130 17.7700,32.3650 17.8950,32.0390 18.0670,31.7350
b Some(253) false 19.6020,30.5440 20.0860,30.2220 20.5260,29.8530 20.9230,29.4380 21.2760,28.9760 21.7250,29.0450 22.1650,29.1470 22.5950,29.2840 23.0160,29.4550 22.7860,30.1340 22.4660,30.7580 22.0560,31.3270 21.5570,31.8420 21.0410,31.5580 20.5440,31.2470 20.0640,30.9090
b Some(272) false 37.6650,-17.1680 37.3150,-17.1300 36.9660,-17.1250 36.6180,-17.1520 36.2710,-17.2110 36.3210,-17.8970 36.3480,-18.5830 36.3530,-19.2700 36.3350,-19.9580 36.7460,-19.9640 37.1560,-19.9860 37.5650,-20.0240 37.9730,-20.0780 38.1290,-19.7230 38.2710,-19.3630 38.3990,-18.9970 38.5120,-18.6260 38.3180,-18.2510 38.1120,-17.8830 37.8950,-17.5220
b Some(272) false 34.2130,-19.1530 33.5670,-19.1550 32.9300,-19.0950 32.3020,-18.9730 31.6830,-18.7890 31.3920,-18.8750 31.0960,-18.9350 30.7970,-18.9700 30.4930,-18.9800 30.2020,-19.3920 29.8620,-19.7500 29.4720,-20.0520 29.0330,-20.3000 28.7870,-20.1230 28.5250,-19.9810 28.2460,-19.8760 27.9510,-19.8070 27.5620,-20.3930 27.2200,-21.0020 26.9240,-21.6360 26.6750,-22.2930 27.0650,-22.5070 27.4400,-22.7450 27.7970,-23.0060 28.1390,-23.2920 28.4910,-22.8550 28.8460,-22.4190 29.2020,-21.9850 29.5600,-21.5530 30.1440,-21.5070 30.7090,-21.3880 31.2530,-21.1980 31.7770,-20.9350 32.0450,-21.1290 32.3110,-21.3260 32.5760,-21.5240 32.8390,-21.7250 33.1900,-21.0860 33.5360,-20.4440 33.8770,-19.8000
b Some(272) false 36.3350,-19.9580 35.8200,-19.7170 35.2940,-19.5020 34.7590,-19.3140 34.2130,-19.1530 33.8770,-19.8000 33.5360,-20.4440 33.1900,-21.0860 32.8390,-21.7250 33.6090,-21.9550 34.3880,-22.1370 35.1770,-22.2700 35.9760,-22.3550 36.1130,-21.7630 36.2190,-21.1660 36.2930,-20.5640
b Some(250) false 6.1530,-45.1060 6.0040,-44.8130 5.8250,-44.5430 5.6160,-44.2950 5.3760,-44.0700 4.9770,-44.2790 4.5780,-44.4890 4.1800,-44.7000 3.7820,-44.9120 3.5640,-44.6890 3.3660,-44.4510 3.1890,-44.1960 3.0330,-43.9260 2.6750,-43.8850 2.3180,-43.8780 1.9620,-43.9040 1.6070,-43.9640 1.2560,-44.2210 0.9440,-44.5130 0.6700,-44.8430 0.4350,-45.2080 1.2450,-45.3920 2.0080,-45.6780 2.7240,-46.0670 3.3930,-46.5590 4.0440,-46.6420 4.6970,-46.6850 5.3510,-46.6890 6.0060,-46.6540 6.0990,-46.2720 6.1550,-45.8870 6.1730,-45.4980
b Some(272) false 38.9640,-13.8830 38.6720,-14.3170 38.4160,-14.7700 38.1970,-15.2420 38.0140,-15.7320 37.9890,-16.1060 37.9230,-16.4700 37.8150,-16.8240 37.6650,-17.1680 37.8950,-17.5220 38.1120,-17.8830 38.3180,-18.2510 38.5120,-18.6260 38.9750,-18.5170 39.4270,-18.3760 39.8680,-18.2050 40.2990,-18.0020 40.1370,-17.5590 39.9370,-17.1350 39.7000,-16.7310 39.4260,-16.3460 39.7490,-16.0000 40.0400,-15.6310 40.3010,-15.2400 40.5310,-14.8260 40.1860,-14.5130 39.8090,-14.2520 39.4020,-14.0420
b Some(278) false -23.3930,-24.6350 -23.2790,-24.3320 -23.1990,-24.0230 -23.1540,-23.7060 -23.1430,-23.3830 -23.5750,-23.2750 -24.0090,-23.1770 -24.4450,-23.0880 -24.8830,-23.0100 -25.1740,-23.5580 -25.4810,-24.0960 -25.8050,-24.6240 -26.1460,-25.1420 -25.7850,-25.2550 -25.4240,-25.3670 -25.0630,-25.4780 -24.7010,-25.5880 -24.3450,-25.3890 -24.0090,-25.1640 -23.6910,-24.9130
b Some(235) false -4.9800,44.7370 -4.4740,44.8980 -3.9770,45.0830 -3.4890,45.2910 -3.0110,45.5220 -3.4890,46.0570 -3.9520,46.6040 -4.4010,47.1630 -4.8340,47.7350 -5.1940,47.7340 -5.5450,47.6870 -5.8860,47.5930 -6.2170,47.4520 -6.3730,47.1310 -6.5690,46.8420 -6.8070,46.5860 -7.0850,46.3630 -6.5120,46.0160 -5.9710,45.6300 -5.4600,45.2030
b Some(235) false -4.8340,47.7350 -4.4010,47.1630 -3.9520,46.6040 -3.4890,46.0570 -3.0110,45.5220 -2.8840,46.2550 -2.7400,46.9860 -2.5820,47.7120 -2.4070,48.4360 -2.8300,48.6200 -3.2640,48.7640 -3.7100,48.8700 -4.1660,48.9370 -4.3040,48.6200 -4.4610,48.3150 -4.6380,48.0190
b Some(272) false 37.9730,-20.0780 37.5650,-20.0240 37.1560,-19.9860 36.7460,-19.9640 36.3350,-19.9580 36.2930,-20.5640 36.2190,-21.1660 36.1130,-21.7630 35.9760,-22.3550 36.8100,-22.5270 37.6260,-22.7560 38.4240,-23.0420 39.2040,-23.3840 39.1730,-22.7350 39.1180,-22.0890 39.0380,-21.4460 38.9340,-20.8050 38.7150,-20.5960 38.4810,-20.4050 38.2340,-20.2320
b Some(272) false 38.2310,-8.6620 38.7370,-8.7660 39.2130,-8.9370 39.6590,-9.1750 40.0760,-9.4790 40.2620,-8.9780 40.4070,-8.4660 40.5100,-7.9450 40.5730,-7.4140 40.3730,-6.8580 40.1800,-6.2990 39.9930,-5.7390 39.8120,-5.1760 39.3810,-5.7110 38.9410,-6.2380 38.4900,-6.7570 38.0300,-7.2670 38.1010,-7.6130 38.1580,-7.9610 38.2010,-8.3100
b Some(272) false 40.0760,-9.4790 40.4740,-10.1870 40.8380,-10.9100 41.1680,-11.6500 41.4650,-12.4050 41.9020,-12.4680 42.3300,-12.5680 42.7470,-12.7030 43.1550,-12.8740 43.1920,-12.3560 43.2470,-11.8400 43.3200,-11.3260 43.4110,-10.8150 43.2300,-10.4450 43.0390,-10.0800 42.8380,-9.7200 42.6280,-9.3660 41.9930,-9.4530 41.3550,-9.5010 40.7170,-9.5100
b Some(272) false 40.5730,-7.4140 40.5100,-7.9450 40.4070,-8.4660 40.2620,-8.9780 40.0760,-9.4790 40.7170,-9.5100 41.3550,-9.5010 41.9930,-9.4530 42.6280,-9.3660 42.7200,-8.9870 42.8050,-8.6070 42.8820,-8.2250 42.9510,-7.8410 42.3600,-7.7140 41.7670,-7.6000 41.1710,-7.5000
b Some(261) false 23.0590,26.9180 23.4910,26.8300 23.9220,26.8070 24.3520,26.8480 24.7800,26.9540 24.9670,26.5530 25.2050,26.1920 25.4940,25.8710 25.8340,25.5890 26.3910,25.8950 26.9300,26.2290 27.4490,26.5920 27.9500,26.9830 27.6430,27.3870 27.3290,27.7850 27.0070,28.1770 26.6770,28.5630 26.3580,28.5650 26.0390,28.5660 25.7190,28.5680 25.4000,28.5690 24.7810,28.7280 24.1770,28.9280 23.5890,29.1710 23.0160,29.4550 23.1320,28.8230 23.1780,28.1890 23.1530,27.5540
b Some(235) false 2.4660,46.6700 2.9210,47.2440 3.4410,47.7400 4.0250,48.1580 4.6730,48.4980 3.9970,48.8950 3.2920,49.2200 2.5570,49.4720 1.7940,49.6510 1.7290,49.3250 1.6860,48.9980 1.6660,48.6680 1.6680,48.3360 1.9430,47.9560 2.1670,47.5510 2.3420,47.1230
b Some(235) false 1.7940,49.6510 2.5570,49.4720 3.2920,49.2200 3.9970,48.8950 4.6730,48.4980 4.8060,49.2850 4.8550,50.0730 4.8200,50.8610 4.7010,51.6500 4.0220,51.6450 3.3480,51.6010 2.6760,51.5170 2.0090,51.3950 1.9970,50.9540 1.9570,50.5160 1.8900,50.0820
b Some(235) false 4.6730,48.4980 5.4740,48.8770 6.1990,49.3540 6.8490,49.9300 7.4230,50.6050 7.1700,50.9350 6.8870,51.2330 6.5730,51.4980 6.2280,51.7300 5.8500,51.6300 5.4700,51.5840 5.0870,51.5900 4.7010,51.6500 4.8200,50.8610 4.8550,50.0730 4.8060,49.2850
b Some(173) false 28.1390,-23.2920 28.7540,-23.5000 29.3710,-23.7020 29.9910,-23.8980 30.6120,-24.0870 30.2670,-23.4880 29.9760,-22.8660 29.7410,-22.2210 29.5600,-21.5530 29.2020,-21.9850 28.8460,-22.4190 28.4910,-22.8550
b Some(281) false -13.5630,26.2680 -13.2550,26.0720 -12.9620,25.8570 -12.6860,25.6210 -12.4250,25.3650 -12.0920,25.5680 -11.7710,25.7880 -11.4630,26.0260 -11.1680,26.2810 -11.3840,26.7860 -11.5970,27.2930 -11.8050,27.8010 -12.0100,28.3110 -12.3360,28.2890 -12.6620,28.2640 -12.9880,28.2340 -13.3130,28.2010 -13.3650,27.7160 -13.4240,27.2330 -13.4900,26.7500
